"year","iso2","change_id","iso3","country_full_name","summary","change_mag","change_level","pol_area","pol_tool","target_group","target_origin","target_specific","change_restrict","u_complab_country_year_change_country","u_complab_country_year_change_country_code","u_complab_country_year_change_year","u_complab_country_year_change_change"
2014,"BG","BG2014002","BGR","Bulgaria","30-km long preventive facility (fence) in August 2014 at the Bulgarian-Turkish border",0,1,1,1,11,2,"999",1,"Bulgaria","BGR",2014,"BG2014002"
2015,"BG","BG2015001","BGR","Bulgaria","Amendment of the Law on Asylum and Refugees: temporary protection  and international protection",0,2,2,9,12,2,"999",-1,"Bulgaria","BGR",2015,"BG2015001"
2015,"BG","BG2015002","BGR","Bulgaria","Amendment of the Law on Asylum and Refugees, in force since 16 October 2015  international protection and defined key concepts",0,1,2,19,12,2,"999",-1,"Bulgaria","BGR",2015,"BG2015002"
2015,"BG","BG2015003","BGR","Bulgaria","Amendment of the Law on Asylum and Refugees, in force since 16 October 2015- territory restriction",0,1,2,9,12,2,"999",1,"Bulgaria","BGR",2015,"BG2015003"
2015,"BG","BG2015004","BGR","Bulgaria","common European resettlement scheme in 2015",0,4,2,15,12,2,"999",-1,"Bulgaria","BGR",2015,"BG2015004"
2015,"BG","BG2015005","BGR","Bulgaria","Amendment of the EU Blue Card",0,2,2,18,5,2,"999",-1,"Bulgaria","BGR",2015,"BG2015005"
2015,"BG","BG2015006","BGR","Bulgaria","Amendment of the Penal Code",0,1,1,4,11,2,"999",1,"Bulgaria","BGR",2015,"BG2015006"
2016,"BG","BG2016001","BGR","Bulgaria","Amendment to the Law on Asylum and Refugees, in force since 1 January 2016  third-country national seeking international protection accommodated temporarily",0,1,2,17,12,2,"999",1,"Bulgaria","BGR",2016,"BG2016001"
2016,"BG","BG2016002","BGR","Bulgaria","Amendment of the Law on Foreigners - introduces a procedure for the granting of status as a 'stateless person'",0,4,2,9,12,2,"999",-1,"Bulgaria","BGR",2016,"BG2016002"
2016,"BG","BG2016003","BGR","Bulgaria","Resolution No. 263 of 12 April 2016  approved the framework for resettlement",0,2,2,15,12,2,"999",-1,"Bulgaria","BGR",2016,"BG2016003"
2016,"BG","BG2016004","BGR","Bulgaria","Labour Migration and Labour Mobility Law (LMLML) of 4 April 2016   permit for seasonal worker",0,2,2,8,4,2,"999",-1,"Bulgaria","BGR",2016,"BG2016004"
2016,"BG","BG2016005","BGR","Bulgaria","Labour Migration and Labour Mobility Law (LMLML) of 4 April 2016   special procedures for granting access to the Bulgarian labor market",0,3,2,8,3,2,"999",-1,"Bulgaria","BGR",2016,"BG2016005"
2016,"BG","BG2016006","BGR","Bulgaria","Labour Migration and Labour Mobility Law (LMLML) of 4 April 2016   third-country nationals researchers",0,2,2,8,5,2,"999",-1,"Bulgaria","BGR",2016,"BG2016006"
2016,"BG","BG2016007","BGR","Bulgaria","Labour Migration and Labour Mobility Law (LMLML) of 4 April 2016  free movement",0,3,2,9,2,2,"999",-1,"Bulgaria","BGR",2016,"BG2016007"
2016,"BG","BG2016008","BGR","Bulgaria","Labour Migration and Labour Mobility Law (LMLML) of 4 April 2016 - regulated  equal treatment of foreign workers",0,4,2,18,3,2,"999",-1,"Bulgaria","BGR",2016,"BG2016008"
2016,"BG","BG2016009","BGR","Bulgaria","Ordinance No 208 of 12 August 2016  with respect to integration of recognised individuals, the ordinance envisaged funding",0,999,2,26,12,2,"999",999,"Bulgaria","BGR",2016,"BG2016009"
2016,"BG","BG2016010","BGR","Bulgaria","trilateral Police and Customs Cooperation Centre at Border Checkpoint Kapitan Andreevo",1,1,1,1,11,2,"999",1,"Bulgaria","BGR",2016,"BG2016010"
2016,"BG","BG2016011","BGR","Bulgaria","Amendment of the Law on Foreigners in December 2016  introduced new grounds for return of irregular migrants",0,2,4,24,11,2,"999",1,"Bulgaria","BGR",2016,"BG2016011"
2017,"BG","BG2017001","BGR","Bulgaria","Amendment to the Labour Migration and Labour Mobility Law  seasonal work",0,2,2,8,4,2,"999",-1,"Bulgaria","BGR",2017,"BG2017001"
2017,"BG","BG2017002","BGR","Bulgaria","passive access to the Visa Information System (VIS)",0,3,1,1,2,2,"999",1,"Bulgaria","BGR",2017,"BG2017002"
2017,"BG","BG2017003","BGR","Bulgaria","resettle 110 persons until 31 October 2019",0,1,2,15,12,2,"999",-1,"Bulgaria","BGR",2017,"BG2017003"
2017,"BG","BG2017004","BGR","Bulgaria","Adoption of an Ordinance in July 2017 outlining the conditions to conclude an agreement for integration for one year",0,999,3,27,12,2,"999",999,"Bulgaria","BGR",2017,"BG2017004"
2017,"BG","BG2017005","BGR","Bulgaria","border fence at the Turkish-Bulgarian border",1,1,1,1,11,2,"999",1,"Bulgaria","BGR",2017,"BG2017005"
2017,"BG","BG2017006","BGR","Bulgaria","Coordination Centre for Counteraction of Illegal Migration in 2017",0,999,2,26,11,2,"999",999,"Bulgaria","BGR",2017,"BG2017006"
2017,"BG","BG2017007","BGR","Bulgaria","Amendment of the Foreigners Act concerning the use of detention for deportation purposes",0,2,4,3,11,2,"999",1,"Bulgaria","BGR",2017,"BG2017007"
2018,"BG","BG2018001","BGR","Bulgaria","Amendment of the Labour Migration and Labour Mobility Law,  employment of students and researchers",0,2,2,8,5,2,"999",-1,"Bulgaria","BGR",2018,"BG2018001"
2018,"BG","BG2018002","BGR","Bulgaria","Amendment of the Labour Migration and Labour Mobility Law raised the percentage of third-country workers",0,1,2,8,3,2,"999",-1,"Bulgaria","BGR",2018,"BG2018002"
2018,"BG","BG2018003","BGR","Bulgaria","Amendment of the Labour Migration and Labour Mobility Law,  no work permit is required for family members of the beneficiaries of international protection",0,1,2,8,8,2,"999",-1,"Bulgaria","BGR",2018,"BG2018003"
2018,"BG","BG2018004","BGR","Bulgaria","Amendment of the Labour Migration and Labour Mobility Law, in force since 23 May 2018   seasonal worker",0,1,2,9,4,2,"999",1,"Bulgaria","BGR",2018,"BG2018004"
2018,"BG","BG2018005","BGR","Bulgaria","Amendment of the Labour Migration and Labour Mobility Law,victims of trafficking in human beings",0,2,2,8,12,2,"999",-1,"Bulgaria","BGR",2018,"BG2018005"
2018,"BG","BG2018006","BGR","Bulgaria","Signing of labour agreements with Armenia and Moldova",1,1,2,8,3,5,"Armenia and Moldova",-1,"Bulgaria","BGR",2018,"BG2018006"
2018,"BG","BG2018007","BGR","Bulgaria","new coordination mechanism to improve the implementation of the obligations of all institutions and organisations UAM",0,999,2,26,12,2,"999",999,"Bulgaria","BGR",2018,"BG2018007"
2018,"BG","BG2018008","BGR","Bulgaria","Amendment of the Law on Foreigners  guaranteed the rights of unaccompanied minors",0,1,2,19,12,2,"999",-1,"Bulgaria","BGR",2018,"BG2018008"
2018,"BG","BG2018009","BGR","Bulgaria","Amendment of the Law on Foreigners - alternative to detention",0,2,2,3,2,2,"999",-1,"Bulgaria","BGR",2018,"BG2018009"
2019,"BG","BG2019001","BGR","Bulgaria","Introduction of a Brexit policy",0,2,2,9,2,5,"UK - Brexit",-1,"Bulgaria","BGR",2019,"BG2019001"
2019,"BG","BG2019002","BGR","Bulgaria","Agreement on the regulation of labour migration with Georgia",1,1,2,8,3,5,"Georgia",-1,"Bulgaria","BGR",2019,"BG2019002"
2019,"BG","BG2019003","BGR","Bulgaria","Amendment of the Law on Asylum and Refugees   family ties are now required",0,1,2,9,12,2,"999",1,"Bulgaria","BGR",2019,"BG2019003"
2019,"BG","BG2019004","BGR","Bulgaria","Amendment to the Law on Foreigners. UAM humanitarian reasons",0,1,2,9,12,2,"999",-1,"Bulgaria","BGR",2019,"BG2019004"
2019,"BG","BG2019005","BGR","Bulgaria","Amendment of the Law on Foreigners - abolishing the requirement for a national Iong-term visa for students of Bulgarian origin",0,1,2,9,9,5,"Bulgarian origin",-1,"Bulgaria","BGR",2019,"BG2019005"
1990,"HR","HR1990001","HRV","Croatia","Constitution of the Republic of Croatia,",0,999,999,28,1,1,"All",999,"Croatia","HRV",1990,"HR1990001"
1991,"HR","HR1991001","HRV","Croatia","Law on Croatian Citizenship, in force since 8 October 1991",0,999,3,28,1,1,"All",999,"Croatia","HRV",1991,"HR1991001"
1991,"HR","HR1991002","HRV","Croatia","Law on Croatian Citizenship, general",0,4,3,21,2,2,"999",-1,"Croatia","HRV",1991,"HR1991002"
1991,"HR","HR1991003","HRV","Croatia","Law on Croatian Citizenship, in force since 8 October 1991   dual citizenship",0,4,3,21,1,4,"Croatia",-1,"Croatia","HRV",1991,"HR1991003"
1991,"HR","HR1991004","HRV","Croatia","Ratification of the International Covenant on Civil and Political Rights",0,4,999,19,1,1,"999",999,"Croatia","HRV",1991,"HR1991004"
1991,"HR","HR1991005","HRV","Croatia","Outbreak of the Croatian War of Independence in 1991",0,999,999,28,1,1,"999",999,"Croatia","HRV",1991,"HR1991005"
1991,"HR","HR1991006","HRV","Croatia","Act on Movement and Stay of Aliens, in force since October 1991",0,4,2,9,2,2,"999",-1,"Croatia","HRV",1991,"HR1991006"
1991,"HR","HR1991007","HRV","Croatia","Act on Movement and Stay of Aliens, in force since October 1991, restrictions",0,3,2,9,2,2,"999",1,"Croatia","HRV",1991,"HR1991007"
1991,"HR","HR1991008","HRV","Croatia","Act on Movement and Stay of Aliens, in force since October 1991, travel documents",0,2,2,9,2,2,"999",1,"Croatia","HRV",1991,"HR1991008"
1991,"HR","HR1991009","HRV","Croatia","Act on Movement and Stay of Aliens, in force since October 1991, visas",0,3,2,9,2,2,"999",-1,"Croatia","HRV",1991,"HR1991009"
1991,"HR","HR1991010","HRV","Croatia","Act on Movement and Stay of Aliens, in force since October 1991  introduced a business visa,",0,2,2,9,10,2,"999",-1,"Croatia","HRV",1991,"HR1991010"
1991,"HR","HR1991011","HRV","Croatia","Act on Movement and Stay of Aliens, in force since October 1991   permanent settlement",0,3,2,20,6,2,"999",-1,"Croatia","HRV",1991,"HR1991011"
1991,"HR","HR1991012","HRV","Croatia","Act on Movement and Stay of Aliens, in force since October 1991, refugee status",0,4,2,9,12,2,"999",-1,"Croatia","HRV",1991,"HR1991012"
1991,"HR","HR1991013","HRV","Croatia","Act on Movement and Stay of Aliens, in force since October 1991  provided that recognized refugees",0,3,2,18,12,2,"999",-1,"Croatia","HRV",1991,"HR1991013"
1992,"HR","HR1992001","HRV","Croatia","Amendment of the Law on Croatian Citizenship in May 1992  removed the requirement for applicants for Croatian citizenship",0,2,3,21,2,2,"999",-1,"Croatia","HRV",1992,"HR1992001"
1992,"HR","HR1992002","HRV","Croatia","Amendment of the Law on Croatian Citizenship in May 1992  knowledge of Croatian language, culture and society",0,1,3,21,2,2,"999",1,"Croatia","HRV",1992,"HR1992002"
1992,"HR","HR1992003","HRV","Croatia","UN Convention relating to the Status of Refugees 1951",0,4,2,28,12,2,"999",-1,"Croatia","HRV",1992,"HR1992003"
1992,"HR","HR1992004","HRV","Croatia","International Convention on the Elimination of All Forms of Racial Discrimination",0,4,3,28,1,1,"999",999,"Croatia","HRV",1992,"HR1992004"
1992,"HR","HR1992005","HRV","Croatia","Ceasefire of January 1992 in the Croatian War of Independence",0,999,999,28,1,1,"999",999,"Croatia","HRV",1992,"HR1992005"
1993,"HR","HR1993001","HRV","Croatia","Readmission Agreement with Switzerland",1,1,4,23,11,2,"999",1,"Croatia","HRV",1993,"HR1993001"
1994,"HR","HR1994001","HRV","Croatia","Employment agreement with Slovenia",1,1,2,8,3,5,"Slovenia",-1,"Croatia","HRV",1994,"HR1994001"
1995,"HR","HR1995001","HRV","Croatia","Readmission Agreement with Poland and Bosnia and Herzegovina",1,1,4,23,11,2,"Poland and Bosnia and Herzegovina",1,"Croatia","HRV",1995,"HR1995001"
1995,"HR","HR1995002","HRV","Croatia","Operation Flash and Operation Storm",0,999,999,28,1,1,"999",999,"Croatia","HRV",1995,"HR1995002"
1995,"HR","HR1995003","HRV","Croatia","Erdut Agreement, reached on 12 November 1995 between the authorities of the Republic of Croatia and the local Serb authorities of the Eastern Slavonia, Baranja and Western Syrmia region",0,3,4,28,1,1,"999",999,"Croatia","HRV",1995,"HR1995003"
1995,"HR","HR1995004","HRV","Croatia","Adoption of a coercive policy stating that internally displaced persons",0,3,4,22,2,5,"ethnic Croats",1,"Croatia","HRV",1995,"HR1995004"
1995,"HR","HR1995005","HRV","Croatia","Law on Temporary Takeover",0,2,3,19,2,5,"ethnic Serbs",1,"Croatia","HRV",1995,"HR1995005"
1995,"HR","HR1995006","HRV","Croatia","Adoption of laws to encourage Croats in- and especially outside Croatia to settle",0,3,2,9,2,5,"Croatian co-ethnics",-1,"Croatia","HRV",1995,"HR1995006"
1996,"HR","HR1996001","HRV","Croatia","Law on the Status of Expellees and Refugees",0,3,2,9,2,5,"ethnicity of the displaced person by refusing to grant Serbs a status as expellees or refugees",1,"Croatia","HRV",1996,"HR1996001"
1996,"HR","HR1996002","HRV","Croatia","Establishment of the Ministry of Immigration",0,999,2,26,1,1,"999",999,"Croatia","HRV",1996,"HR1996002"
1996,"HR","HR1996003","HRV","Croatia","Adoption of the National Demographic Development Programme",0,3,2,9,13,5,"Croatia",-1,"Croatia","HRV",1996,"HR1996003"
1996,"HR","HR1996004","HRV","Croatia","Readmission Agreement with France and Greece",1,1,4,23,11,2,"France and Greece",1,"Croatia","HRV",1996,"HR1996004"
1997,"HR","HR1997001","HRV","Croatia","European Convention on Human Rights",0,999,3,28,1,1,"999",999,"Croatia","HRV",1997,"HR1997001"
1997,"HR","HR1997002","HRV","Croatia","Readmission Agreement with Germany",1,1,4,23,11,2,"Germany",1,"Croatia","HRV",1997,"HR1997002"
1998,"HR","HR1998001","HRV","Croatia","Readmission Agreement with Austria, Italy and Latvia",1,1,4,23,11,2,"Austria, Italy and Latvia",1,"Croatia","HRV",1998,"HR1998001"
1997,"HR","HR1997003","HRV","Croatia","Adoption of the Return Programme",0,2,3,22,12,5,"Croatian Serb refugees",-1,"Croatia","HRV",1997,"HR1997003"
2000,"HR","HR2000001","HRV","Croatia","Law on Foreigners",0,4,3,21,2,5,"individuals of the Croatian heritage",-1,"Croatia","HRV",2000,"HR2000001"
2000,"HR","HR2000002","HRV","Croatia","Law on Foreigners, citizenship",0,4,2,9,2,2,"999",-1,"Croatia","HRV",2000,"HR2000002"
2000,"HR","HR2000003","HRV","Croatia","Access to citizenship",0,2,2,21,13,4,"Diaspora and foreign immigrants",1,"Croatia","HRV",2000,"HR2000003"
2000,"HR","HR2000004","HRV","Croatia","Readmission Agreement with Lithuania",1,1,4,23,11,2,"Lithiuania",1,"Croatia","HRV",2000,"HR2000004"
2001,"HR","HR2001001","HRV","Croatia","Readmission Agreement with Estonia, Hungary and Iceland",1,1,4,23,11,2,"Estonia, Hungary and Iceland",1,"Croatia","HRV",2001,"HR2001001"
2002,"HR","HR2002001","HRV","Croatia","Agreement with Germany on employment",1,1,2,8,3,2,"Germany",-1,"Croatia","HRV",2002,"HR2002001"
2002,"HR","HR2002002","HRV","Croatia","Readmission Agreement with Bulgaria and Romania",1,1,4,23,11,2,"Bulgaria and Romania",1,"Croatia","HRV",2002,"HR2002002"
2002,"HR","HR2002003","HRV","Croatia","Establishment of the National Committee for the Suppression of Trafficking in Persons",0,999,2,26,12,2,"999",999,"Croatia","HRV",2002,"HR2002003"
2003,"HR","HR2003001","HRV","Croatia","Readmission Agreement with Sweden",1,1,4,23,11,2,"Sweden",1,"Croatia","HRV",2003,"HR2003001"
2004,"HR","HR2004001","HRV","Croatia","Law on Foreigners, in force since January 2004  established a quota system",0,3,2,11,3,2,"999",1,"Croatia","HRV",2004,"HR2004001"
2004,"HR","HR2004002","HRV","Croatia","Law on Foreigners, in force since January 2004  guaranteed foreigners the same rights as Croatian",0,4,2,18,3,2,"999",-1,"Croatia","HRV",2004,"HR2004002"
2004,"HR","HR2004003","HRV","Croatia","Asylum Act, in force since 1 July 2004",0,2,2,9,12,2,"999",-1,"Croatia","HRV",2004,"HR2004003"
2004,"HR","HR2004004","HRV","Croatia","National Action Plan to define the shortcomings and areas of concern in border control and protection",0,999,1,27,2,2,"999",999,"Croatia","HRV",2004,"HR2004004"
2004,"HR","HR2004005","HRV","Croatia","Readmission Agreement with the Czech Republic and Serbia and Montenegro",1,1,4,23,11,2,"Czech Republic and Serbia and Montenegro",1,"Croatia","HRV",2004,"HR2004005"
2004,"HR","HR2004006","HRV","Croatia","National Programme for the Suppression of Trafficking in Persons for the period 2005-2008",0,999,2,27,12,2,"999",999,"Croatia","HRV",2004,"HR2004006"
2004,"HR","HR2004007","HRV","Croatia","Enactment of legislation to prohibit and punish trafficking in persons offences",0,1,2,6,12,2,"999",1,"Croatia","HRV",2004,"HR2004007"
2005,"HR","HR2005001","HRV","Croatia","Readmission Agreement with Luxembourg, Netherlands and Norway",1,1,4,23,11,2,"Luxembourg, Netherlands and Norway",1,"Croatia","HRV",2005,"HR2005001"
2007,"HR","HR2007001","HRV","Croatia","igration Policy Strategy for 2007/08 on 13 July 2007",0,999,2,27,2,2,"999",999,"Croatia","HRV",2007,"HR2007001"
2008,"HR","HR2008001","HRV","Croatia","New Aliens Act, in force since January 2008  stipulates 23 categories of persons who are exempt from the work permit",0,3,2,8,5,2,"999",-1,"Croatia","HRV",2008,"HR2008001"
2008,"HR","HR2008002","HRV","Croatia","New Aliens Act, in force since January 2008  introduced the business permit",0,1,2,8,10,2,"999",-1,"Croatia","HRV",2008,"HR2008002"
2008,"HR","HR2008003","HRV","Croatia","New Asylum Act, in force since January 2008 (replacing the act adopted in year 2003)",0,4,2,9,12,2,"999",999,"Croatia","HRV",2008,"HR2008003"
2008,"HR","HR2008004","HRV","Croatia","New Asylum Act, in force since January 2008  introduced the status of subsidiary protection",0,2,2,9,12,2,"Bulgaria and Romania",-1,"Croatia","HRV",2008,"HR2008004"
2008,"HR","HR2008005","HRV","Croatia","Anti-Discrimination Act",0,4,2,28,1,1,"999",-1,"Croatia","HRV",2008,"HR2008005"
2009,"HR","HR2009001","HRV","Croatia","Law on the Amendments to the Law on Ownership and Other Real Rights of 1 February 2009",0,2,2,9,5,3,"EU citizens",-1,"Croatia","HRV",2009,"HR2009001"
2010,"HR","HR2010001","HRV","Croatia","Amendment of the Asylum Act",0,2,2,3,12,2,"999",1,"Croatia","HRV",2010,"HR2010001"
2010,"HR","HR2010002","HRV","Croatia","Amendment of the Asylum Act  increased support to asylum or subsidiary protection",0,2,2,9,12,2,"999",-1,"Croatia","HRV",2010,"HR2010002"
2011,"HR","HR2011001","HRV","Croatia","Amendment of the Citizenship Act",0,2,3,21,2,2,"999",1,"Croatia","HRV",2011,"HR2011001"
2011,"HR","HR2011002","HRV","Croatia","Amendment of the Citizenship Act  facilitated the acquisition of citizenship for legal residents",0,1,3,21,2,2,"999",-1,"Croatia","HRV",2011,"HR2011002"
2012,"HR","HR2012001","HRV","Croatia","Aliens Act  introduced the Stay and Work Permit",0,2,2,8,3,2,"999",-1,"Croatia","HRV",2012,"HR2012001"
2012,"HR","HR2012002","HRV","Croatia","Aliens Act  introduced the EU Blue Card",0,3,2,8,5,2,"999",-1,"Croatia","HRV",2012,"HR2012002"
2012,"HR","HR2012003","HRV","Croatia","Aliens Act  stated that temporary stay for the purposes of family reunification",0,2,2,9,6,2,"999",-1,"Croatia","HRV",2012,"HR2012003"
2012,"HR","HR2012004","HRV","Croatia","Aliens Act - vulnerable groups",0,1,2,18,12,2,"999",-1,"Croatia","HRV",2012,"HR2012004"
2012,"HR","HR2012005","HRV","Croatia","Aliens Act - employ foreigner conditions",0,2,2,8,3,2,"999",1,"Croatia","HRV",2012,"HR2012005"
2012,"HR","HR2012006","HRV","Croatia","Ordinance on the Status and Work of Aliens",0,3,2,9,3,2,"999",-1,"Croatia","HRV",2012,"HR2012006"
2012,"HR","HR2012007","HRV","Croatia","Adoption of a Croatian Language Curriculum for Asylum Seekers, Asylees and Aliens",0,2,2,17,12,2,"999",-1,"Croatia","HRV",2012,"HR2012007"
2012,"HR","HR2012008","HRV","Croatia","Action Plan for the removal of obstacles in the exercise of particular rights in the area of integration",0,999,3,27,2,2,"999",999,"Croatia","HRV",2012,"HR2012008"
2012,"HR","HR2012009","HRV","Croatia","temporarily facilitate the entry of aliens on the basis of valid Schengen residence permits",0,2,2,9,2,2,"999",-1,"Croatia","HRV",2012,"HR2012009"
2012,"HR","HR2012010","HRV","Croatia","Introduction of a temporary stay permit granted on humanitarian grounds",0,3,2,9,12,2,"999",-1,"Croatia","HRV",2012,"HR2012010"
2013,"HR","HR2013001","HRV","Croatia","Accession to the European Union",0,4,999,28,1,1,"999",999,"Croatia","HRV",2013,"HR2013001"
2013,"HR","HR2013002","HRV","Croatia","obligatory in Croatia to take the fingerprints of asylum seekers",0,4,1,1,12,2,"999",1,"Croatia","HRV",2013,"HR2013002"
2013,"HR","HR2013003","HRV","Croatia","EU visa policy in 2013 - Croatian citizens may enter any EU Member State",0,4,2,16,1,4,"Croatia",-1,"Croatia","HRV",2013,"HR2013003"
2013,"HR","HR2013004","HRV","Croatia","Introduction of the EU visa policy in 2013",0,4,2,9,2,5,"Schengen visas",-1,"Croatia","HRV",2013,"HR2013004"
2013,"HR","HR2013005","HRV","Croatia","Amendment of the Aliens Act, in force since 1 July 2013   temporary residence family member",0,3,2,9,6,2,"999",-1,"Croatia","HRV",2013,"HR2013005"
2013,"HR","HR2013006","HRV","Croatia","Amendment of the Aliens Act, in force since 1 July 2013  provided family reunification  and work permit",0,2,2,9,7,2,"999",-1,"Croatia","HRV",2013,"HR2013006"
2013,"HR","HR2013007","HRV","Croatia","Amendment of the Aliens Act, in force since 1 July 2013, permanent residency conditions",0,3,2,18,2,2,"999",-1,"Croatia","HRV",2013,"HR2013007"
2013,"HR","HR2013008","HRV","Croatia","Amendment of the Aliens Act, in force since 1 July 2013  permanent residenc",0,2,2,20,2,2,"999",-1,"Croatia","HRV",2013,"HR2013008"
2013,"HR","HR2013009","HRV","Croatia","National Border Management Information System (NBMIS)",0,2,1,1,1,1,"999",1,"Croatia","HRV",2013,"HR2013009"
2013,"HR","HR2013010","HRV","Croatia","Amendment of the Asylum Act, in force since 10 December 2013  provided that repeated asylum applications can be rejected",0,1,2,9,12,2,"999",1,"Croatia","HRV",2013,"HR2013010"
2013,"HR","HR2013011","HRV","Croatia","Implementation of the Dublin Regulation on 1 July 2013",0,4,2,26,12,2,"999",999,"Croatia","HRV",2013,"HR2013011"
2013,"HR","HR2013012","HRV","Croatia","National Plan for Combating Trafficking in Human Beings 2012-2015",0,999,2,27,12,2,"999",999,"Croatia","HRV",2013,"HR2013012"
2013,"HR","HR2013013","HRV","Croatia","Migration Policy of the Republic of Croatia for the period 2013-2015",0,999,4,27,11,2,"999",999,"Croatia","HRV",2013,"HR2013013"
2013,"HR","HR2013014","HRV","Croatia","Law on state border protection",0,2,1,4,11,2,"999",1,"Croatia","HRV",2013,"HR2013014"
2014,"HR","HR2014001","HRV","Croatia","learning programme on Croatian language, history and culture",0,1,3,17,12,2,"999",999,"Croatia","HRV",2014,"HR2014001"
2014,"HR","HR2014002","HRV","Croatia","national monitoring system for the enforcement of forced returns",0,1,4,26,12,2,"999",999,"Croatia","HRV",2014,"HR2014002"
2014,"HR","HR2014003","HRV","Croatia","new infrastructure to accommodate irregular migrants",0,1,1,26,11,2,"999",999,"Croatia","HRV",2014,"HR2014003"
2014,"HR","HR2014004","HRV","Croatia","New Act on Free Legal Aid,",0,2,2,19,12,2,"999",-1,"Croatia","HRV",2014,"HR2014004"
2015,"HR","HR2015001","HRV","Croatia","Act on International and Temporary Protection",0,2,2,9,12,2,"999",-1,"Croatia","HRV",2015,"HR2015001"
2015,"HR","HR2015002","HRV","Croatia","Act on International and Temporary Protection, in force since 2 July 2015  described a new notion of international protection",0,3,2,9,12,2,"999",-1,"Croatia","HRV",2015,"HR2015002"
2015,"HR","HR2015003","HRV","Croatia","Act on International and Temporary Protection, fingerprints",0,2,2,1,12,2,"999",1,"Croatia","HRV",2015,"HR2015003"
2015,"HR","HR2015004","HRV","Croatia","Act on International and Temporary Protection, in force since 2 July 2015  sped up the process for international protection",0,1,2,9,12,2,"999",-1,"Croatia","HRV",2015,"HR2015004"
2015,"HR","HR2015005","HRV","Croatia","Act on International and Temporary Protection, in force since 2 July 2015  provided that not all appeals have suspensive effect",0,1,2,19,12,2,"999",1,"Croatia","HRV",2015,"HR2015005"
2016,"HR","HR2016001","HRV","Croatia","National Anti-Discrimination Plan for the period 2015-2020",0,999,3,18,2,2,"999",999,"Croatia","HRV",2016,"HR2016001"
2016,"HR","HR2016002","HRV","Croatia","Ordinance on the Modalities and Conditions for Obtaining the Right to Accommodation for Beneficiaries of International Protection",0,1,2,17,12,2,"999",-1,"Croatia","HRV",2016,"HR2016002"
2017,"HR","HR2017001","HRV","Croatia","Amendments to the Foreigners Act, July 2017  residence permits for intra-corporate transferees",0,4,2,9,5,2,"999",-1,"Croatia","HRV",2017,"HR2017001"
2017,"HR","HR2017002","HRV","Croatia","Amendments to the Foreigners Act, July 2017, seasonal work",0,3,2,8,4,2,"999",-1,"Croatia","HRV",2017,"HR2017002"
2017,"HR","HR2017003","HRV","Croatia","Increase of the quota for work permit",0,1,2,11,3,2,"999",-1,"Croatia","HRV",2017,"HR2017003"
2017,"HR","HR2017004","HRV","Croatia","Amendments to the Foreigners Act, July 2017",0,2,2,5,3,2,"999",1,"Croatia","HRV",2017,"HR2017004"
2017,"HR","HR2017005","HRV","Croatia","Amendments to the Foreigners Act, July 2017",0,1,2,6,3,2,"999",1,"Croatia","HRV",2017,"HR2017005"
2017,"HR","HR2017006","HRV","Croatia","Amendments to the Foreigners Act, July 2017  excluded temporary residence permit holders",0,3,2,9,2,2,"999",1,"Croatia","HRV",2017,"HR2017006"
2017,"HR","HR2017007","HRV","Croatia","Amendments to the Foreigners Act, July 2017 , relatives",0,1,2,9,6,5,"relatives of Croatian nationals",-1,"Croatia","HRV",2017,"HR2017007"
2017,"HR","HR2017008","HRV","Croatia","enhance the surveillance at the borders",0,2,1,1,1,1,"999",1,"Croatia","HRV",2017,"HR2017008"
2017,"HR","HR2017009","HRV","Croatia","Schengen Information System",0,999,1,9,1,1,"999",999,"Croatia","HRV",2017,"HR2017009"
2017,"HR","HR2017010","HRV","Croatia","Amendments to the Law on Administrative Disputes, in force since April 2017, appeal",0,1,2,19,12,2,"999",-1,"Croatia","HRV",2017,"HR2017010"
2017,"HR","HR2017011","HRV","Croatia","Action Plan for the integration of persons who have been granted international protection - 2017 to 2019'",0,999,2,27,12,2,"999",999,"Croatia","HRV",2017,"HR2017011"
2017,"HR","HR2017012","HRV","Croatia","National Anti-Discrimination Plan (2017-2022)",0,999,3,27,2,2,"999",999,"Croatia","HRV",2017,"HR2017012"
2017,"HR","HR2017013","HRV","Croatia","echnological equipment and employment of additional police forces for the border areas",0,1,1,1,1,1,"999",1,"Croatia","HRV",2017,"HR2017013"
2017,"HR","HR2017014","HRV","Croatia","Amendments to the Foreigners Act, July 2017  extended the entry ban",0,3,4,13,11,2,"999",1,"Croatia","HRV",2017,"HR2017014"
2018,"HR","HR2018001","HRV","Croatia","Ordinance amending the Ordinance on Visas, in force since 2018 , document validity",0,2,2,9,2,2,"999",-1,"Croatia","HRV",2018,"HR2018001"
2018,"HR","HR2018002","HRV","Croatia","EU-Russia Agreement on Readmission with Russia",1,1,4,23,11,2,"Russia",1,"Croatia","HRV",2018,"HR2018002"
2018,"HR","HR2018003","HRV","Croatia","Increase of the annual quota for employment of foreigners",0,1,2,8,3,2,"999",-1,"Croatia","HRV",2018,"HR2018003"
2018,"HR","HR2018004","HRV","Croatia","Amendment of the Act on Foreigners, agreements with third countries",0,3,2,8,3,2,"999",-1,"Croatia","HRV",2018,"HR2018004"
2018,"HR","HR2018005","HRV","Croatia","Amendment of the Act on Foreigners  introduced the possibility of issuing residence and work permits to third-country nationals",0,3,2,9,2,2,"999",-1,"Croatia","HRV",2018,"HR2018005"
